phase,env_steps,env_steps_per_second,train_updates_per_second,samples_per_second,total_train_step_time,component_seconds,latest_update_seconds,latest_sample_seconds
warmup_unmeasured,10112,3858.4910504588856,0.0,0.0,0.03317358996719122,,,
warmup_unmeasured,10240,3822.8990552118694,0.0,0.0,0.03348244307562709,,,
warmup_unmeasured,10368,3828.0117666023066,0.0,0.0,0.03343772375956178,,,
warmup_unmeasured,10496,3845.5043293800263,0.0,0.0,0.03328562108799815,,,
warmup_unmeasured,10624,3865.8144728797083,0.0,0.0,0.03311074571684003,,,
warmup_unmeasured,10752,3817.467540467124,0.0,0.0,0.03353008208796382,,,
warmup_unmeasured,10880,3800.1960243630256,0.0,0.0,0.03368247300386429,,,
warmup_unmeasured,11008,3836.556252301386,0.0,0.0,0.03336325380951166,,,
warmup_unmeasured,11136,3818.08268373253,0.0,0.0,0.03352467995136976,,,
warmup_unmeasured,11264,3836.4913532156693,0.0,0.0,0.03336381819099188,,,
warmup_unmeasured,11392,3828.2970483644003,0.0,0.0,0.03343523200601339,,,
warmup_unmeasured,11520,3814.911367226181,0.0,0.0,0.033552548848092556,,,
warmup_unmeasured,11648,3829.071324644074,0.0,0.0,0.03342847106978297,,,
warmup_unmeasured,11776,3841.0764182159182,0.0,0.0,0.0333239920437336,,,
warmup_unmeasured,11904,3838.9546665832427,0.0,0.0,0.03334240987896919,,,
warmup_unmeasured,12032,3825.3083137227036,0.0,0.0,0.03346135513857007,,,
warmup_unmeasured,12160,3844.7937342812716,0.0,0.0,0.033291772939264774,,,
warmup_unmeasured,12288,3822.684217623198,0.0,0.0,0.0334843248128891,,,
warmup_unmeasured,12416,3842.183607846266,0.0,0.0,0.03331438917666674,,,
warmup_unmeasured,12544,3830.1092681031555,0.0,0.0,0.03341941209509969,,,
warmup_unmeasured,12672,3800.5422276874788,0.0,0.0,0.03367940476164222,,,
warmup_unmeasured,12800,3766.5116980484286,0.0,0.0,0.033983699046075344,,,
warmup_unmeasured,12928,3813.484596196242,0.0,0.0,0.0335651021450758,,,
warmup_unmeasured,13056,3841.1702431129365,0.0,0.0,0.03332317806780338,,,
warmup_unmeasured,13184,3815.460385189538,0.0,0.0,0.03354772087186575,,,
warmup_unmeasured,13312,3813.4701529385484,0.0,0.0,0.03356522927060723,,,
warmup_unmeasured,13440,3814.804049712904,0.0,0.0,0.03355349274352193,,,
warmup_unmeasured,13568,3854.428357882528,0.0,0.0,0.03320855600759387,,,
warmup_unmeasured,13696,3856.6813703389366,0.0,0.0,0.03318915609270334,,,
warmup_unmeasured,13824,3840.8820735566655,0.0,0.0,0.03332567820325494,,,
warmup_unmeasured,13952,3843.8594038426245,0.0,0.0,0.03329986520111561,,,
warmup_unmeasured,14080,3836.1413001380283,0.0,0.0,0.033366862684488297,,,
warmup_unmeasured,14208,3831.886933382136,0.0,0.0,0.033403908368200064,,,
warmup_unmeasured,14336,3844.6200385449592,0.0,0.0,0.03329327702522278,,,
warmup_unmeasured,14464,3825.539844508881,0.0,0.0,0.03345932997763157,,,
warmup_unmeasured,14592,3692.198919107521,0.0,0.0,0.03466768795624375,,,
warmup_unmeasured,14720,3138.268865103463,0.0,0.0,0.04078681766986847,,,
warmup_unmeasured,14848,3797.441047677313,0.0,0.0,0.03370690904557705,,,
warmup_unmeasured,14976,3835.175318070276,0.0,0.0,0.03337526693940163,,,
warmup_unmeasured,15104,3837.4591234686886,0.0,0.0,0.033355404157191515,,,
warmup_unmeasured,15232,3830.1592213826734,0.0,0.0,0.03341897623613477,,,
warmup_unmeasured,15360,3841.1203779373745,0.0,0.0,0.03332361066713929,,,
warmup_unmeasured,15488,3851.268328431737,0.0,0.0,0.03323580417782068,,,
warmup_unmeasured,15616,3795.8572606500306,0.0,0.0,0.03372097294777632,,,
warmup_unmeasured,15744,3589.6194662805847,0.0,0.0,0.035658375825732946,,,
warmup_unmeasured,15872,3795.629413562643,0.0,0.0,0.033722997177392244,,,
warmup_unmeasured,16000,3787.0436730415076,0.0,0.0,0.033799451775848866,,,
warmup_unmeasured,16128,3803.6158446049476,0.0,0.0,0.03365218918770552,,,
warmup_unmeasured,16256,3816.2122580980867,0.0,0.0,0.0335411112755537,,,
warmup_unmeasured,16384,3821.1569672838746,0.0,0.0,0.033497707918286324,,,
warmup_unmeasured,16512,3809.794386015664,0.0,0.0,0.03359761368483305,,,
warmup_unmeasured,16640,3277.7165453553725,0.0,0.0,0.03905157698318362,,,
warmup_unmeasured,16768,3784.843696992095,0.0,0.0,0.03381909802556038,,,
warmup_unmeasured,16896,3821.0053716616303,0.0,0.0,0.0334990369156003,,,
warmup_unmeasured,17024,3835.214808462015,0.0,0.0,0.033374923281371593,,,
warmup_unmeasured,17152,3833.911038778406,0.0,0.0,0.033386272843927145,,,
warmup_unmeasured,17280,3827.7735401301134,0.0,0.0,0.033439804799854755,,,
warmup_unmeasured,17408,3229.6247545760816,0.0,0.0,0.03963308734819293,,,
warmup_unmeasured,17536,3794.3136562457616,0.0,0.0,0.033734691329300404,,,
warmup_unmeasured,17664,3844.3200604869658,0.0,0.0,0.03329587494954467,,,
warmup_unmeasured,17792,3839.960049806427,0.0,0.0,0.033333680126816034,,,
warmup_unmeasured,17920,3860.7199143511416,0.0,0.0,0.03315443824976683,,,
